id,level,description
J.61.20-5/02,Subclasse,"Serviço móvel especializado - SME"
J.61.20-5/99,Subclasse,"Serviços de telecomunicações sem fio não especificados anteriormente"
J.61.3,Grupo,"Telecomunicações por satélite"
J.61.30-2,Classe,"Telecomunicações por satélite"
J.61.30-2/00,Subclasse,"Telecomunicações por satélite"
J.61.4,Grupo,"Operadoras de televisão por assinatura"
J.61.41-8,Classe,"Operadoras de televisão por assinatura por cabo"
J.61.41-8/00,Subclasse,"Operadoras de televisão por assinatura por cabo"
J.61.42-6,Classe,"Operadoras de televisão por assinatura por microondas"
J.61.42-6/00,Subclasse,"Operadoras de televisão por assinatura por microondas"
J.61.43-4,Classe,"Operadoras de televisão por assinatura por satélite"
J.61.43-4/00,Subclasse,"Operadoras de televisão por assinatura por satélite"
J.61.9,Grupo,"Outras atividades de telecomunicações"
J.61.90-6,Classe,"Outras atividades de telecomunicações"
J.61.90-6/01,Subclasse,"Provedores de acesso às redes de comunicações"
J.61.90-6/02,Subclasse,"Provedores de voz sobre protocolo internet - VOIP"
J.61.90-6/99,Subclasse,"Outras atividades de telecomunicações não especificadas anteriormente"
J.62,Divisão,"Atividades Dos Serviços de Tecnologia Da Informação"
J.62.0,Grupo,"Atividades dos serviços de tecnologia da informação"
J.62.01-5,Classe,"Desenvolvimento de programas de computador sob encomenda"
J.62.01-5/00,Subclasse,"Desenvolvimento de programas de computador sob encomenda"
J.62.02-3,Classe,"Desenvolvimento e licenciamento de programas de computador customizáveis"
J.62.02-3/00,Subclasse,"Desenvolvimento e licenciamento de programas de computador customizáveis"
J.62.03-1,Classe,"Desenvolvimento e licenciamento de programas de computador não-customizáveis"
J.62.03-1/00,Subclasse,"Desenvolvimento e licenciamento de programas de computador não-customizáveis"
J.62.04-0,Classe,"Consultoria em tecnologia da informação"
J.62.04-0/00,Subclasse,"Consultoria em tecnologia da informação"
J.62.09-1,Classe,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
J.62.09-1/00,Subclasse,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
J.63,Divisão,"Atividades de Prestação de Serviços de Informação"
J.63.1,Grupo,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas"
J.63.11-9,Classe,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
J.63.11-9/00,Subclasse,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
J.63.19-4,Classe,"Portais, provedores de conteúdo e outros serviços de informação na internet"
J.63.19-4/00,Subclasse,"Portais, provedores de conteúdo e outros serviços de informação na internet"
J.63.9,Grupo,"Outras atividades de prestação de serviços de informação"
J.63.91-7,Classe,"Agências de notícias"
J.63.91-7/00,Subclasse,"Agências de notícias"
J.63.99-2,Classe,"Outras atividades de prestação de serviços de informação não especificadas anteriormente"
J.63.99-2/00,Subclasse,"Outras atividades de prestação de serviços de informação não especificadas anteriormente"
K,Seção,"Atividades Financeiras, de Seguros e Serviços Relacionados"
K.64,Divisão,"Atividades de Serviços Financeiros"
K.64.1,Grupo,"Banco Central"
K.64.10-7,Classe,"Banco Central"
K.64.10-7/00,Subclasse,"Banco Central"
K.64.2,Grupo,"Intermediação monetária - depósitos à vista"
K.64.21-2,Classe,"Bancos comerciais"
K.64.21-2/00,Subclasse,"Bancos comerciais"
K.64.22-1,Classe,"Bancos múltiplos, com carteira comercial"
K.64.22-1/00,Subclasse,"Bancos múltiplos, com carteira comercial"
K.64.23-9,Classe,"Caixas econômicas"
K.64.23-9/00,Subclasse,"Caixas econômicas"
K.64.24-7,Classe,"Crédito cooperativo"
K.64.24-7/01,Subclasse,"Bancos cooperativos"
K.64.24-7/02,Subclasse,"Cooperativas centrais de crédito"
K.64.24-7/03,Subclasse,"Cooperativas de crédito mútuo"
K.64.24-7/04,Subclasse,"Cooperativas de crédito rural"
K.64.3,Grupo,"Intermediação não-monetária - outros instrumentos de captação"
K.64.31-0,Classe,"Bancos múltiplos, sem carteira comercial"
K.64.31-0/00,Subclasse,"Bancos múltiplos, sem carteira comercial"
K.64.32-8,Classe,"Bancos de investimento"
K.64.32-8/00,Subclasse,"Bancos de investimento"
K.64.33-6,Classe,"Bancos de desenvolvimento"
K.64.33-6/00,Subclasse,"Bancos de desenvolvimento"
K.64.34-4,Classe,"Agências de fomento"
K.64.34-4/00,Subclasse,"Agências de fomento"
K.64.35-2,Classe,"Crédito imobiliário"
K.64.35-2/01,Subclasse,"Sociedades de crédito imobiliário"
K.64.35-2/02,Subclasse,"Associações de poupança e empréstimo"
K.64.35-2/03,Subclasse,"Companhias hipotecárias"
K.64.36-1,Classe,"Sociedades de crédito, financiamento e investimento - financeiras"
K.64.36-1/00,Subclasse,"Sociedades de crédito, financiamento e investimento - financeiras"
K.64.37-9,Classe,"Sociedades de crédito ao microempreendedor"
K.64.37-9/00,Subclasse,"Sociedades de crédito ao microempreendedor"
K.64.38-7,Classe,"Bancos de câmbio e outras instituições de intermediação não-monetária"
K.64.38-7/01,Subclasse,"Bancos de câmbio"
K.64.38-7/99,Subclasse,"Outras instituições de intermediação não-monetária não especificadas anteriormente"
K.64.4,Grupo,"Arrendamento mercantil"
K.64.40-9,Classe,"Arrendamento mercantil"
K.64.40-9/00,Subclasse,"Arrendamento mercantil"
K.64.5,Grupo,"Sociedades de capitalização"
K.64.50-6,Classe,"Sociedades de capitalização"
K.64.50-6/00,Subclasse,"Sociedades de capitalização"
K.64.6,Grupo,"Atividades de sociedades de participação"
K.64.61-1,Classe,"Holdings de instituições financeiras"
K.64.61-1/00,Subclasse,"Holdings de instituições financeiras"
K.64.62-0,Classe,"Holdings de instituições não-financeiras"
K.64.62-0/00,Subclasse,"Holdings de instituições não-financeiras"
K.64.63-8,Classe,"Outras sociedades de participação, exceto holdings"
K.64.63-8/00,Subclasse,"Outras sociedades de participação, exceto holdings"
K.64.7,Grupo,"Fundos de investimento"
K.64.70-1,Classe,"Fundos de investimento"
K.64.70-1/01,Subclasse,"Fundos de investimento, exceto previdenciários e imobiliários"
K.64.70-1/02,Subclasse,"Fundos de investimento previdenciários"
K.64.70-1/03,Subclasse,"Fundos de investimento imobiliários"
K.64.9,Grupo,"Atividades de serviços financeiros não especificadas anteriormente"
K.64.91-3,Classe,"Sociedades de fomento mercantil - factoring"
K.64.91-3/00,Subclasse,"Sociedades de fomento mercantil - factoring"
K.64.92-1,Classe,"Securitização de créditos"
K.64.92-1/00,Subclasse,"Securitização de créditos"
K.64.93-0,Classe,"Administração de consórcios para aquisição de bens e direitos"
K.64.93-0/00,Subclasse,"Administração de consórcios para aquisição de bens e direitos"
K.64.99-9,Classe,"Outras atividades de serviços financeiros não especificadas anteriormente"
K.64.99-9/01,Subclasse,"Clubes de investimento"
K.64.99-9/02,Subclasse,"Sociedades de investimento"
K.64.99-9/03,Subclasse,"Fundo garantidor de crédito"
K.64.99-9/04,Subclasse,"Caixas de financiamento de corporações"
K.64.99-9/05,Subclasse,"Concessão de crédito pelas OSCIP"
K.64.99-9/99,Subclasse,"Outras atividades de serviços financeiros não especificadas anteriormente"
K.65,Divisão,"Seguros, Resseguros, Previdência Complementar e Planos de Saúde"
K.65.1,Grupo,"Seguros de vida e não-vida"
K.65.11-1,Classe,"Seguros de vida"
K.65.11-1/01,Subclasse,"Seguros de vida"
K.65.11-1/02,Subclasse,"Planos de auxílio-funeral"
K.65.12-0,Classe,"Seguros não-vida"
K.65.12-0/00,Subclasse,"Seguros não-vida"
K.65.2,Grupo,"Seguros-saúde"
K.65.20-1,Classe,"Seguros-saúde"
K.65.20-1/00,Subclasse,"Seguros-saúde"
K.65.3,Grupo,"Resseguros"
K.65.30-8,Classe,"Resseguros"
K.65.30-8/00,Subclasse,"Resseguros"
K.65.4,Grupo,"Previdência complementar"
K.65.41-3,Classe,"Previdência complementar fechada"
K.65.41-3/00,Subclasse,"Previdência complementar fechada"
K.65.42-1,Classe,"Previdência complementar aberta"
K.65.42-1/00,Subclasse,"Previdência complementar aberta"
K.65.5,Grupo,"Planos de saúde"
K.65.50-2,Classe,"Planos de saúde"
K.65.50-2/00,Subclasse,"Planos de saúde"
K.66,Divisão,"Atividades Auxiliares Dos Serviços Financeiros, Seguros, Previdência Complementar e Planos de Saúde"
K.66.1,Grupo,"Atividades auxiliares dos serviços financeiros"
K.66.11-8,Classe,"Administração de bolsas e mercados de balcão organizados"
K.66.11-8/01,Subclasse,"Bolsa de valores"
K.66.11-8/02,Subclasse,"Bolsa de mercadorias"
K.66.11-8/03,Subclasse,"Bolsa de mercadorias e futuros"
K.66.11-8/04,Subclasse,"Administração de mercados de balcão organizados"
K.66.12-6,Classe,"Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias"
K.66.12-6/01,Subclasse,"Corretoras de títulos e valores mobiliários"
K.66.12-6/02,Subclasse,"Distribuidoras de títulos e valores mobiliários"
K.66.12-6/03,Subclasse,"Corretoras de câmbio"
K.66.12-6/04,Subclasse,"Corretoras de contratos de mercadorias"
K.66.12-6/05,Subclasse,"Agentes de investimentos em aplicações financeiras"
K.66.13-4,Classe,"Administração de cartões de crédito"
K.66.13-4/00,Subclasse,"Administração de cartões de crédito"
K.66.19-3,Classe,"Atividades auxiliares dos serviços financeiros não especificadas anteriormente"
K.66.19-3/01,Subclasse,"Serviços de liquidação e custódia"
K.66.19-3/02,Subclasse,"Correspondentes de instituições financeiras"
K.66.19-3/03,Subclasse,"Representações de bancos estrangeiros"
K.66.19-3/04,Subclasse,"Caixas eletrônicos"
K.66.19-3/05,Subclasse,"Operadoras de cartões de débito"
K.66.19-3/99,Subclasse,"Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente"
K.66.2,Grupo,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde"
K.66.21-5,Classe,"Avaliação de riscos e perdas"
K.66.21-5/01,Subclasse,"Peritos e avaliadores de seguros"
K.66.21-5/02,Subclasse,"Auditoria e consultoria atuarial"
K.66.22-3,Classe,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde"
K.66.22-3/00,Subclasse,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde"
K.66.29-1,Classe,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente"
K.66.29-1/00,Subclasse,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente"
K.66.3,Grupo,"Atividades de administração de fundos por contrato ou comissão"
K.66.30-4,Classe,"Atividades de administração de fundos por contrato ou comissão"
K.66.30-4/00,Subclasse,"Atividades de administração de fundos por contrato ou comissão"
L,Seção,"Atividades Imobiliárias"
L.68,Divisão,"Atividades Imobiliárias"
L.68.1,Grupo,"Atividades imobiliárias de imóveis próprios"
L.68.10-2,Classe,"Atividades imobiliárias de imóveis próprios"
L.68.10-2/01,Subclasse,"Compra e venda de imóveis próprios"
L.68.10-2/02,Subclasse,"Aluguel de imóveis próprios"
L.68.10-2/03,Subclasse,"Loteamento de imóveis próprios"
L.68.2,Grupo,"Atividades imobiliárias por contrato ou comissão"
L.68.21-8,Classe,"Intermediação na compra, venda e aluguel de imóveis"
L.68.21-8/01,Subclasse,"Corretagem na compra e venda e avaliação de imóveis"
L.68.21-8/02,Subclasse,"Corretagem no aluguel de imóveis"
L.68.22-6,Classe,"Gestão e administração da propriedade imobiliária"
L.68.22-6/00,Subclasse,"Gestão e administração da propriedade imobiliária"
M,Seção,"Atividades Profissionais, Científicas e Técnicas"
M.69,Divisão,"Atividades Jurídicas, de Contabilidade e de Auditoria"
M.69.1,Grupo,"Atividades jurídicas"
M.69.11-7,Classe,"Atividades jurídicas, exceto cartórios"
M.69.11-7/01,Subclasse,"Serviços advocatícios"
M.69.11-7/02,Subclasse,"Atividades auxiliares da justiça"
M.69.11-7/03,Subclasse,"Agente de propriedade industrial"
M.69.12-5,Classe,"Cartórios"
M.69.12-5/00,Subclasse,"Cartórios"
M.69.2,Grupo,"Atividades de contabilidade, consultoria e auditoria contábil e tributária"
M.69.20-6,Classe,"Atividades de contabilidade, consultoria e auditoria contábil e tributária"
M.69.20-6/01,Subclasse,"Atividades de contabilidade"
M.69.20-6/02,Subclasse,"Atividades de consultoria e auditoria contábil e tributária"
M.70,Divisão,"Atividades de Sedes de Empresas e de Consultoria Em Gestão Empresarial"
M.70.1,Grupo,"Sedes de empresas e unidades administrativas locais"
M.70.10-7,Classe,"Sedes de empresas e unidades administrativas locais"
M.70.2,Grupo,"Atividades de consultoria em gestão empresarial"
M.70.20-4,Classe,"Atividades de consultoria em gestão empresarial"
M.70.20-4/00,Subclasse,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
M.71,Divisão,"Serviços de Arquitetura e Engenharia; Testes e Análises Técnicas"
M.71.1,Grupo,"Serviços de arquitetura e engenharia e atividades técnicas relacionadas"
M.71.11-1,Classe,"Serviços de arquitetura"
M.71.11-1/00,Subclasse,"Serviços de arquitetura"
M.71.12-0,Classe,"Serviços de engenharia"
M.71.12-0/00,Subclasse,"Serviços de engenharia"
M.71.19-7,Classe,"Atividades técnicas relacionadas à arquitetura e engenharia"
M.71.19-7/01,Subclasse,"Serviços de cartografia, topografia e geodésia"
M.71.19-7/02,Subclasse,"Atividades de estudos geológicos"
M.71.19-7/03,Subclasse,"Serviços de desenho técnico relacionados à arquitetura e engenharia"
M.71.19-7/04,Subclasse,"Serviços de perícia técnica relacionados à segurança do trabalho"
M.71.19-7/99,Subclasse,"Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente"
M.71.2,Grupo,"Testes e análises técnicas"
M.71.20-1,Classe,"Testes e análises técnicas"
M.71.20-1/00,Subclasse,"Testes e análises técnicas"
M.72,Divisão,"Pesquisa e Desenvolvimento Científico"
M.72.1,Grupo,"Pesquisa e desenvolvimento experimental em ciências físicas e naturais"
M.72.10-0,Classe,"Pesquisa e desenvolvimento experimental em ciências físicas e naturais"
M.72.10-0/00,Subclasse,"Pesquisa e desenvolvimento experimental em ciências físicas e naturais"
M.72.2,Grupo,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas"
M.72.20-7,Classe,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas"
M.72.20-7/00,Subclasse,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas"
M.73,Divisão,"Publicidade e Pesquisa de Mercado"
M.73.1,Grupo,"Publicidade"
M.73.11-4,Classe,"Agências de publicidade"
M.73.11-4/00,Subclasse,"Agências de publicidade"
M.73.12-2,Classe,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação"
M.73.12-2/00,Subclasse,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação"
M.73.19-0,Classe,"Atividades de publicidade não especificadas anteriormente"
M.73.19-0/01,Subclasse,"Criação de estandes para feiras e exposições"
M.73.19-0/02,Subclasse,"Promoção de vendas"
M.73.19-0/03,Subclasse,"Marketing direto"
M.73.19-0/04,Subclasse,"Consultoria em publicidade"
M.73.19-0/99,Subclasse,"Outras atividades de publicidade não especificadas anteriormente"
M.73.2,Grupo,"Pesquisas de mercado e de opinião pública"
M.73.20-3,Classe,"Pesquisas de mercado e de opinião pública"
M.73.20-3/00,Subclasse,"Pesquisas de mercado e de opinião pública"
M.74,Divisão,"Outras Atividades Profissionais, Científicas e Técnicas"
M.74.1,Grupo,"Design e decoração de interiores"
M.74.10-2,Classe,"Design e decoração de interiores"
M.74.10-2/01,Subclasse,"Design"
M.74.10-2/02,Subclasse,"Decoração de interiores"
M.74.2,Grupo,"Atividades fotográficas e similares"
M.74.20-0,Classe,"Atividades fotográficas e similares"
M.74.20-0/01,Subclasse,"Atividades de produção de fotografias, exceto aérea e submarina"
M.74.20-0/02,Subclasse,"Atividades de produção de fotografias aéreas e submarinas"
M.74.20-0/03,Subclasse,"Laboratórios fotográficos"
M.74.20-0/04,Subclasse,"Filmagem de festas e eventos"
M.74.20-0/05,Subclasse,"Serviços de microfilmagem"
M.74.9,Grupo,"Atividades profissionais, científicas e técnicas não especificadas anteriormente"
M.74.90-1,Classe,"Atividades profissionais, científicas e técnicas não especificadas anteriormente"
M.74.90-1/01,Subclasse,"Serviços de tradução, interpretação e similares"
M.74.90-1/02,Subclasse,"Escafandria e mergulho"
M.74.90-1/03,Subclasse,"Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias"
M.74.90-1/04,Subclasse,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários"
M.74.90-1/05,Subclasse,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas"
M.74.90-1/99,Subclasse,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente"
M.75,Divisão,"Atividades Veterinárias"
M.75.0,Grupo,"Atividades veterinárias"
M.75.00-1,Classe,"Atividades veterinárias"
M.75.00-1/00,Subclasse,"Atividades veterinárias"
N,Seção,"Atividades Administrativas e Serviços Complementares"
N.77,Divisão,"Aluguéis Não-Imobiliários e Gestão de Ativos Intangíveis Não-Financeiros"
N.77.1,Grupo,"Locação de meios de transporte sem condutor"
N.77.11-0,Classe,"Locação de automóveis sem condutor"
N.77.11-0/00,Subclasse,"Locação de automóveis sem condutor"
N.77.19-5,Classe,"Locação de meios de transporte, exceto automóveis, sem condutor"
N.77.19-5/01,Subclasse,"Locação de embarcações sem tripulação, exceto para fins recreativos"
N.77.19-5/02,Subclasse,"Locação de aeronaves sem tripulação"
N.77.19-5/99,Subclasse,"Locação de outros meios de transporte não especificados anteriormente, sem condutor"
N.77.2,Grupo,"Aluguel de objetos pessoais e domésticos"
N.77.21-7,Classe,"Aluguel de equipamentos recreativos e esportivos"
N.77.21-7/00,Subclasse,"Aluguel de equipamentos recreativos e esportivos"
N.77.22-5,Classe,"Aluguel de fitas de vídeo, DVDs e similares"
N.77.22-5/00,Subclasse,"Aluguel de fitas de vídeo, DVDs e similares"
N.77.23-3,Classe,"Aluguel de objetos do vestuário, jóias e acessórios"
N.77.23-3/00,Subclasse,"Aluguel de objetos do vestuário, jóias e acessórios"
N.77.29-2,Classe,"Aluguel de objetos pessoais e domésticos não especificados anteriormente"
N.77.29-2/01,Subclasse,"Aluguel de aparelhos de jogos eletrônicos"
N.77.29-2/02,Subclasse,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais"
N.77.29-2/03,Subclasse,"Aluguel de material médico"
N.77.29-2/99,Subclasse,"Aluguel de outros objetos pessoais e domésticos não especificados anteriormente"
N.77.3,Grupo,"Aluguel de máquinas e equipamentos sem operador"
N.77.31-4,Classe,"Aluguel de máquinas e equipamentos agrícolas sem operador"
N.77.31-4/00,Subclasse,"Aluguel de máquinas e equipamentos agrícolas sem operador"
N.77.32-2,Classe,"Aluguel de máquinas e equipamentos para construção sem operador"
N.77.32-2/01,Subclasse,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
N.77.32-2/02,Subclasse,"Aluguel de andaimes"
N.77.33-1,Classe,"Aluguel de máquinas e equipamentos para escritório"
N.77.33-1/00,Subclasse,"Aluguel de máquinas e equipamentos para escritório"
N.77.39-0,Classe,"Aluguel de máquinas e equipamentos não especificados anteriormente"
N.77.39-0/01,Subclasse,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador"
N.77.39-0/02,Subclasse,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador"
N.77.39-0/03,Subclasse,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes"
N.77.39-0/99,Subclasse,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
N.77.4,Grupo,"Gestão de ativos intangíveis não-financeiros"
N.77.40-3,Classe,"Gestão de ativos intangíveis não-financeiros"
N.77.40-3/00,Subclasse,"Gestão de ativos intangíveis não-financeiros"
N.78,Divisão,"Seleção, Agenciamento e Locação de Mão-De-Obra"
N.78.1,Grupo,"Seleção e agenciamento de mão-de-obra"
N.78.10-8,Classe,"Seleção e agenciamento de mão-de-obra"
N.78.10-8/00,Subclasse,"Seleção e agenciamento de mão-de-obra"
N.78.2,Grupo,"Locação de mão-de-obra temporária"
N.78.20-5,Classe,"Locação de mão-de-obra temporária"
N.78.20-5/00,Subclasse,"Locação de mão-de-obra temporária"
N.78.3,Grupo,"Fornecimento e gestão de recursos humanos para terceiros"
N.78.30-2,Classe,"Fornecimento e gestão de recursos humanos para terceiros"
N.78.30-2/00,Subclasse,"Fornecimento e gestão de recursos humanos para terceiros"
N.79,Divisão,"Agências de Viagens, Operadores Turísticos e Serviços de Reservas"
N.79.1,Grupo,"Agências de viagens e operadores turísticos"
N.79.11-2,Classe,"Agências de viagens"
N.79.11-2/00,Subclasse,"Agências de viagens"
N.79.12-1,Classe,"Operadores turísticos"
N.79.12-1/00,Subclasse,"Operadores turísticos"
N.79.9,Grupo,"Serviços de reservas e outros serviços de turismo não especificados anteriormente"
N.79.90-2,Classe,"Serviços de reservas e outros serviços de turismo não especificados anteriormente"
N.79.90-2/00,Subclasse,"Serviços de reservas e outros serviços de turismo não especificados anteriormente"
N.80,Divisão,"Atividades de Vigilância, Segurança e Investigação"
N.80.1,Grupo,"Atividades de vigilância, segurança privada e transporte de valores"
N.80.11-1,Classe,"Atividades de vigilância e segurança privada"
N.80.11-1/01,Subclasse,"Atividades de vigilância e segurança privada"
N.80.11-1/02,Subclasse,"Serviços de adestramento de cães de guarda"
N.80.12-9,Classe,"Atividades de transporte de valores"
N.80.12-9/00,Subclasse,"Atividades de transporte de valores"
N.80.2,Grupo,"Atividades de monitoramento de sistemas de segurança"
N.80.20-0,Classe,"Atividades de monitoramento de sistemas de segurança"
N.80.20-0/00,Subclasse,"Atividades de monitoramento de sistemas de segurança"
N.80.3,Grupo,"Atividades de investigação particular"
N.80.30-7,Classe,"Atividades de investigação particular"
N.80.30-7/00,Subclasse,"Atividades de investigação particular"
N.81,Divisão,"Serviços Para Edifícios e Atividades Paisagísticas"
N.81.1,Grupo,"Serviços combinados para apoio a edifícios"
N.81.11-7,Classe,"Serviços combinados para apoio a edifícios, exceto condomínios prediais"
N.81.11-7/00,Subclasse,"Serviços combinados para apoio a edifícios, exceto condomínios prediais"
N.81.12-5,Classe,"Condomínios prediais"
N.81.12-5/00,Subclasse,"Condomínios prediais"
N.81.2,Grupo,"Atividades de limpeza"
N.81.21-4,Classe,"Limpeza em prédios e em domicílios"
N.81.21-4/00,Subclasse,"Limpeza em prédios e em domicílios"
N.81.22-2,Classe,"Imunização e controle de pragas urbanas"
N.81.22-2/00,Subclasse,"Imunização e controle de pragas urbanas"
N.81.29-0,Classe,"Atividades de limpeza não especificadas anteriormente"
N.81.29-0/00,Subclasse,"Atividades de limpeza não especificadas anteriormente"
N.81.3,Grupo,"Atividades paisagísticas"
N.81.30-3,Classe,"Atividades paisagísticas"
N.81.30-3/00,Subclasse,"Atividades paisagísticas"
N.82,Divisão,"Serviços de Escritório, de Apoio Administrativo e Outros Serviços Prestados Principalmente Às Empresas"
N.82.1,Grupo,"Serviços de escritório e apoio administrativo"
N.82.11-3,Classe,"Serviços combinados de escritório e apoio administrativo"
N.82.11-3/00,Subclasse,"Serviços combinados de escritório e apoio administrativo"
N.82.19-9,Classe,"Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo"
N.82.19-9/01,Subclasse,"Fotocópias"
N.82.19-9/99,Subclasse,"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente"
N.82.2,Grupo,"Atividades de teleatendimento"
N.82.20-2,Classe,"Atividades de teleatendimento"
N.82.20-2/00,Subclasse,"Atividades de teleatendimento"
N.82.3,Grupo,"Atividades de organização de eventos, exceto culturais e esportivos"
N.82.30-0,Classe,"Atividades de organização de eventos, exceto culturais e esportivos"
N.82.30-0/01,Subclasse,"Serviços de organização de feiras, congressos, exposições e festas"
N.82.30-0/02,Subclasse,"Casas de festas e eventos"
N.82.9,Grupo,"Outras atividades de serviços prestados principalmente às empresas"
N.82.91-1,Classe,"Atividades de cobrança e informações cadastrais"
N.82.91-1/00,Subclasse,"Atividades de cobrança e informações cadastrais"
N.82.92-0,Classe,"Envasamento e empacotamento sob contrato"
N.82.92-0/00,Subclasse,"Envasamento e empacotamento sob contrato"
N.82.99-7,Classe,"Atividades de serviços prestados principalmente às empresas não especificadas anteriormente"
N.82.99-7/01,Subclasse,"Medição de consumo de energia elétrica, gás e água"
N.82.99-7/02,Subclasse,"Emissão de vales-alimentação, vales-transporte e similares"
N.82.99-7/03,Subclasse,"Serviços de gravação de carimbos, exceto confecção"
N.82.99-7/04,Subclasse,"Leiloeiros independentes"
N.82.99-7/05,Subclasse,"Serviços de levantamento de fundos sob contrato"
N.82.99-7/06,Subclasse,"Casas lotéricas"
N.82.99-7/07,Subclasse,"Salas de acesso à internet"
N.82.99-7/99,Subclasse,"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente"
O,Seção,"Administração Pública, Defesa e Seguridade Social"
O.84,Divisão,"Administração Pública, Defesa e Seguridade Social"
O.84.1,Grupo,"Administração do estado e da política econômica e social"
O.84.11-6,Classe,"Administração pública em geral"
O.84.11-6/00,Subclasse,"Administração pública em geral"
O.84.12-4,Classe,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais"
O.84.12-4/00,Subclasse,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais"
O.84.13-2,Classe,"Regulação das atividades econômicas"
O.84.13-2/00,Subclasse,"Regulação das atividades econômicas"
O.84.2,Grupo,"Serviços coletivos prestados pela administração pública"
O.84.21-3,Classe,"Relações exteriores"
O.84.21-3/00,Subclasse,"Relações exteriores"
O.84.22-1,Classe,"Defesa"
O.84.22-1/00,Subclasse,"Defesa"
O.84.23-0,Classe,"Justiça"
O.84.23-0/00,Subclasse,"Justiça"
O.84.24-8,Classe,"Segurança e ordem pública"
O.84.24-8/00,Subclasse,"Segurança e ordem pública"
O.84.25-6,Classe,"Defesa Civil"
O.84.25-6/00,Subclasse,"Defesa Civil"
O.84.3,Grupo,"Seguridade social obrigatória"
O.84.30-2,Classe,"Seguridade social obrigatória"
O.84.30-2/00,Subclasse,"Seguridade social obrigatória"
P,Seção,"Educação"
P.85,Divisão,"Educação"
P.85.1,Grupo,"Educação infantil e ensino fundamental"
P.85.11-2,Classe,"Educação infantil - creche"
P.85.11-2/00,Subclasse,"Educação infantil - creche"
P.85.12-1,Classe,"Educação infantil - pré-escola"
P.85.12-1/00,Subclasse,"Educação infantil - pré-escola"
P.85.13-9,Classe,"Ensino fundamental"
P.85.13-9/00,Subclasse,"Ensino fundamental"
P.85.2,Grupo,"Ensino médio"
P.85.20-1,Classe,"Ensino médio"
P.85.20-1/00,Subclasse,"Ensino médio"
P.85.3,Grupo,"Educação superior"
P.85.31-7,Classe,"Educação superior - graduação"
P.85.31-7/00,Subclasse,"Educação superior - graduação"
P.85.32-5,Classe,"Educação superior - graduação e pós-graduação"
P.85.32-5/00,Subclasse,"Educação superior - graduação e pós-graduação"
P.85.33-3,Classe,"Educação superior - pós-graduação e extensão"
P.85.33-3/00,Subclasse,"Educação superior - pós-graduação e extensão"
P.85.4,Grupo,"Educação profissional de nível técnico e tecnológico"
P.85.41-4,Classe,"Educação profissional de nível técnico"
P.85.41-4/00,Subclasse,"Educação profissional de nível técnico"
P.85.42-2,Classe,"Educação profissional de nível tecnológico"
P.85.42-2/00,Subclasse,"Educação profissional de nível tecnológico"
P.85.5,Grupo,"Atividades de apoio à educação"
P.85.50-3,Classe,"Atividades de apoio à educação"
P.85.50-3/01,Subclasse,"Administração de caixas escolares"
P.85.50-3/02,Subclasse,"Atividades de apoio à educação, exceto caixas escolares"
P.85.9,Grupo,"Outras atividades de ensino"
P.85.91-1,Classe,"Ensino de esportes"
P.85.91-1/00,Subclasse,"Ensino de esportes"
P.85.92-9,Classe,"Ensino de arte e cultura"
P.85.92-9/01,Subclasse,"Ensino de dança"
